data;
set N := 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100;
set O := 2;
set D := 53;
param: A: c1 c2 :=
1,2 3 7
1,3 9 12
1,4 12 10000
1,5 3 5
1,6 46 17
1,7 47 30
1,8 10000 32
1,26 18 19
1,27 14 15
1,29 18 10
1,32 28 10000
1,51 44 16
1,52 33 18
1,53 31 10000
1,54 10000 22
1,55 10000 22
1,56 16 20
1,57 8 15
1,58 7 14
1,59 21 39
1,60 18 34
1,76 31 73
1,77 14 28
1,78 60 16
1,79 24 6
1,80 5 5
1,81 54 14
1,82 30 12
1,83 34 42
1,84 84 10000
1,85 10000 27
2,1 9 2
2,3 10 10
2,4 10 9
2,5 5 4
2,6 46 10
2,7 46 26
2,8 10000 70
2,10 66 15
2,26 22 19
2,27 18 15
2,29 10000 9
2,31 10000 22
2,32 10000 7
2,33 10000 22
2,34 10000 72
2,35 10000 35
2,51 21 15
2,52 31 11
2,53 49 13
2,54 10000 54
2,55 10000 30
2,56 9 12
2,57 8 13
2,58 9 10
2,59 14 8
2,60 18 14
2,76 44 10000
2,77 10000 10
2,78 10000 11
2,79 23 3
2,80 10000 4
2,81 11 11
2,82 6 6
2,83 10 10
2,84 24 15
2,85 4 4
3,1 3 1
3,2 2 1
3,4 2 1
3,5 2 1
3,6 27 4
3,7 44 10000
3,8 10000 15
3,10 27 8
3,26 10 11
3,27 31 5
3,29 1 1
3,31 33 10000
3,32 28 6
3,33 81 10000
3,34 10000 36
3,35 10000 27
3,51 8 1
3,52 52 2
3,53 15 1
3,54 54 9
3,55 70 9
3,56 1 2
3,57 2 1
3,58 3 2
3,59 12 4
3,60 13 5
3,76 44 60
3,77 10000 1
3,78 38 2
3,79 10000 1
3,80 10000 2
3,81 17 2
3,82 3 1
3,83 18 9
3,84 10000 7
3,85 17 4
4,1 10 18
4,2 8 3
4,3 9 4
4,5 7 4
4,6 29 6
4,7 35 7
4,8 10000 13
4,10 38 13
4,26 16 13
4,27 14 6
4,29 9 2
4,31 10000 39
4,32 25 6
4,33 10000 76
4,34 10000 11
4,35 52 15
4,51 58 7
4,52 25 5
4,53 34 6
4,54 42 9
4,55 35 10
4,56 20 9
4,57 8 10
4,58 16 6
4,59 23 13
4,60 10000 11
4,61 10000 71
4,76 38 2
4,77 33 1
4,78 26 4
4,79 29 2
4,80 22 3
4,81 12 5
4,82 39 4
4,83 25 13
4,84 10000 12
4,85 23 18
5,1 5 3
5,2 6 3
5,3 9 6
5,4 8 7
5,6 23 11
5,7 30 12
5,8 89 15
5,10 72 11
5,26 31 17
5,27 11 12
5,29 10 6
5,32 25 7
5,33 10000 13
5,35 10000 52
5,51 12 7
5,52 21 8
5,53 22 3
5,54 45 15
5,55 58 11
5,56 17 5
5,57 12 6
5,58 15 6
5,59 36 13
5,60 10000 14
5,76 27 5
5,77 19 5
5,78 13 6
5,79 29 1
5,80 13 1
5,81 11 10
5,82 8 2
5,83 10000 13
6,1 52 6
6,2 44 8
6,3 27 10
6,4 23 9
6,5 19 7
6,7 6 7
6,8 7 10
6,9 33 3
6,10 11 4
6,26 10000 84
6,27 33 13
6,29 14 4
6,31 6 14
6,32 5 4
6,33 6 6
6,34 8 8
6,35 15 17
6,51 29 9
6,52 16 6
6,53 18 5
6,54 23 10
6,55 22 9
6,56 10000 78
6,57 10000 14
6,58 10000 10000
6,59 68 86
6,60 10000 42
6,61 10000 31
6,65 10000 78
6,77 24 74
6,78 28 5
6,79 38 6
6,80 10000 8
6,81 10000 10000
6,82 10000 11
6,83 10000 35
6,85 10000 53
7,1 48 16
7,2 30 19
7,3 46 10000
7,4 36 19
7,5 29 16
7,6 8 11
7,8 7 9
7,9 4 1
7,10 12 4
7,16 10000 10000
7,26 10000 39
7,27 10000 24
7,29 16 14
7,31 6 11
7,32 7 5
7,33 4 5
7,34 9 10
7,35 8 12
7,51 40 18
7,52 28 11
7,53 26 12
7,54 21 13
7,55 15 11
7,56 10000 17
7,57 10000 23
7,58 10000 41
7,59 25 14
7,60 31 18
7,61 40 21
7,62 28 13
7,63 50 10000
7,64 40 66
7,65 75 26
7,66 10000 10000
7,67 10000 72
7,78 10000 17
7,79 25 10000
7,83 10000 17
7,84 10000 22
8,1 10000 25
8,2 10000 10000
8,3 10000 46
8,4 10000 10000
8,5 88 17
8,6 22 5
8,7 8 6
8,9 10000 1
8,10 19 4
8,16 10000 56
8,29 10000 10000
8,31 4 8
8,32 12 5
8,33 11 4
8,34 9 7
8,35 10 14
8,51 51 14
8,52 69 8
8,53 39 13
8,54 24 7
8,55 21 8
8,56 10000 17
8,58 10000 56
8,59 27 13
8,60 10000 9
8,61 36 20
8,62 25 16
8,63 10000 39
8,64 39 10000
8,65 38 34
8,66 10000 65
8,67 10000 39
8,78 10000 27
8,79 79 10000
8,83 10000 39
8,84 10000 65
9,6 81 46
9,7 61 54
9,8 10000 56
9,10 26 30
9,31 10000 10000
9,32 78 10000
9,54 10000 58
9,55 10000 10000
10,1 10000 10000
10,2 60 18
10,3 37 24
10,4 43 50
10,5 77 18
10,6 22 16
10,7 20 17
10,8 17 17
10,9 6 6
10,29 30 81
10,31 6 15
10,32 11 12
10,33 18 11
10,34 18 19
10,35 16 25
10,51 38 27
10,52 55 20
10,53 34 13
10,54 28 17
10,55 29 13
10,56 10000 25
10,59 43 13
10,60 10000 21
10,61 66 32
10,62 41 28
10,63 10000 10000
10,65 10000 10000
10,78 10000 26
10,79 10000 17
10,84 10000 29
10,85 10000 74
16,8 10000 49
16,17 5 7
16,18 14 10
16,19 11 8
16,20 8 7
16,22 43 21
16,23 52 89
16,24 25 15
16,25 15 10
16,35 10000 39
16,41 10 12
16,42 34 51
16,43 12 8
16,44 8 7
16,45 18 8
16,46 10000 9
16,48 13 13
16,49 10000 12
16,50 10000 16
16,61 10000 10000
16,63 23 36
16,64 42 23
16,65 10000 37
16,66 18 9
16,67 16 15
16,69 10000 15
16,70 19 69
16,91 61 14
16,92 10000 9
16,93 49 14
16,94 26 7
16,95 41 7
16,96 19 6
16,97 10000 11
16,98 21 6
16,99 10000 7
16,100 24 83
17,16 5 16
17,18 3 7
17,19 1 5
17,20 2 10
17,22 8 10000
17,23 18 17
17,24 6 9
17,25 6 7
17,41 26 10000
17,42 66 10000
17,43 4 13
17,44 3 12
17,45 15 18
17,46 10000 10
17,47 15 76
17,48 5 8
17,49 57 3
17,50 18 10000
17,63 37 10000
17,64 35 10000
17,66 20 31
17,67 25 31
17,69 10000 21
17,70 14 22
17,91 10000 10000
17,92 10000 58
17,93 41 23
17,94 22 10000
17,95 27 21
17,96 12 6
17,97 10000 14
17,98 17 8
17,99 11 12
17,100 14 90
18,16 13 16
18,17 9 8
18,19 3 3
18,20 4 8
18,22 4 7
18,23 1 6
18,24 2 6
18,25 1 7
18,41 26 10000
18,43 13 15
18,44 20 10
18,45 39 24
18,46 2 4
18,47 2 3
18,48 2 5
18,49 2 4
18,50 2 4
18,66 10000 41
18,67 10000 27
18,68 39 10000
18,69 10000 53
18,70 81 10000
18,96 10 11
18,97 10000 10
18,98 47 7
18,99 10 8
18,100 12 6
19,16 14 26
19,17 10 15
19,18 10 12
19,20 10 17
19,22 10000 13
19,23 2 4
19,24 7 9
19,25 6 9
19,41 25 10000
19,43 18 19
19,44 10 18
19,45 25 18
19,46 10 12
19,47 10 10
19,48 8 8
19,49 2 2
19,50 9 11
19,63 50 10000
19,66 37 10000
19,67 30 72
19,69 72 29
19,70 10000 10000
19,93 10000 10000
19,94 10000 54
19,95 10000 10000
19,96 15 14
19,97 10000 22
19,98 11 12
19,99 20 13
19,100 25 14
20,16 7 16
20,17 8 7
20,18 2 3
20,19 2 4
20,22 10000 11
20,23 10 9
20,24 20 8
20,25 24 10
20,35 10000 10000
20,41 26 10000
20,42 10000 24
20,43 20 13
20,44 5 9
20,45 18 22
20,46 24 5
20,47 6 38
20,48 2 3
20,49 5 6
20,50 4 9
20,61 10000 10000
20,63 49 30
20,66 48 22
20,67 34 31
20,69 10000 20
20,70 10000 20
20,91 10000 76
20,92 10000 18
